,RPM (1/s),L/S Ratio,FlowRate (kg/hr),Temperature,nCE,Granulator diameter (mm),L/D Ratio,SA of KE,n KE,Intial D50,Binder Viscosity (mPa.s),Flowability (HR),Bulk Density,nKZ,dKZ,MRT,Exp Fill level,Torque,d50,Beta,Regime,DetTorque,RanTorque,DetMRT,RanMRT,Calc Fill level,Calc Fill volume,Calc Beta,Torque / Fill Volume
109,900,0.09,1.0,25.0,15.0,16,25,60,16,66.0,0.565,1.2,1520,2,7.0,14.8,5.62248996,,,,,2.0434443669999998,1.459657957,14.8,14.8,0.04567730590802232,5782.6537462515735,0.0706749688523059,353374.8442615295
110,100,0.09,1.0,25.0,18.0,16,25,60,0,66.0,0.565,1.2,1520,0,0.0,16.55,6.306306306000001,,,,,3.0465964,1.61,16.55,16.55,0.051078338701200626,6466.505420770712,0.09422698047121998,471134.9023560999
111,300,0.09,1.0,25.0,18.0,16,25,60,0,66.0,0.565,1.2,1520,0,0.0,5.45,2.074074074,,,,,2.787141132,1.735400917,5.45,5.45,0.016820359270183893,2129.453446719056,0.2617705624224162,1308852.812112081
112,500,0.09,1.0,25.0,18.0,16,25,60,0,66.0,0.565,1.2,1520,0,0.0,3.65,1.388888889,,,,,2.573759773,1.337809784,3.65,3.65,0.011265011254343342,1426.1477211971662,0.3609387351317971,1804693.6756589855
113,900,0.09,1.0,25.0,18.0,16,25,60,0,66.0,0.565,1.2,1520,0,0.0,2.65,1.0079193659999999,,,,,2.159877936,1.4228562980000001,2.65,2.65,0.008178706801098591,1035.4223181294494,0.41719748515792954,2085987.4257896477
114,775,0.098901099,17.5,32.5,20.0,25,25,60,4,200.0,0.28,1.2,1520,1,0.0,34.72222222,0.0,1.5,,,,1.5,1.5,34.72222222,34.72222222,0.49161400709872294,225799.3651615512,0.00132861312424577,6643.0656212288495
115,600,0.098901099,25.0,25.0,20.5,25,25,90,2,200.0,0.28,1.2,1520,1,0.0,13.88888889,0.0,2.2,,,,2.2,2.2,13.88888889,13.88888889,0.2809222898111516,129028.31584567265,0.003410104186171603,17050.520930858016
116,950,0.098901099,25.0,40.0,20.5,25,25,30,2,200.0,0.28,1.2,1520,1,0.0,3.472222222,0.0,2.1,,,,2.1,2.1,3.472222222,3.472222222,0.07023057244267468,32257.078956773137,0.013020397803621058,65101.98901810529
117,600,0.098901099,10.0,40.0,18.0,25,25,30,12,200.0,0.28,1.2,1520,2,1.0,48.61111111,0.0,4.0,,,,4.0,4.0,48.61111111,48.61111111,0.39329120569515935,180638.89202191815,0.00442872512693961,22143.62563469805
118,600,0.098901099,25.0,40.0,18.0,25,25,30,12,200.0,0.28,1.2,1520,2,1.0,46.52777778,0.0,7.3,,,,7.3,7.3,46.52777778,46.52777778,0.9410896708370181,432243.06308297126,0.0033777291637407847,16888.645818703924
119,950,0.098901099,25.0,25.0,20.5,25,25,30,2,200.0,0.28,1.2,1520,1,0.0,22.91666667,0.0,2.4,,,,2.4,2.4,22.91666667,22.91666667,0.46352177821873974,212896.72115929495,0.002254614337817121,11273.071689085604
120,600,0.098901099,25.0,25.0,18.0,25,25,60,12,200.0,0.28,1.2,1520,2,1.0,39.58333333,0.0,5.6,,,,5.6,5.6,39.58333333,39.58333333,0.8006285258303103,367729.1730220576,0.0030457197366084918,15228.598683042459
121,950,0.098901099,25.0,25.0,18.0,25,25,30,12,200.0,0.28,1.2,1520,2,1.0,74.30555556,0.0,6.6,,,,6.6,6.6,74.30555556,74.30555556,1.502934250459321,690298.6231408257,0.0019122158957728516,9561.079478864258
122,600,0.098901099,25.0,40.0,20.5,25,25,90,2,200.0,0.28,1.2,1520,1,0.0,4.8611111110000005,0.0,1.9,,,,1.9,1.9,4.8611111110000005,4.8611111110000005,0.09832280142378985,45159.91054134041,0.008414542797912304,42072.713989561526
123,600,0.098901099,10.0,25.0,20.5,25,25,30,2,200.0,0.28,1.2,1520,1,0.0,8.333333332999999,0.0,1.3,,,,1.3,1.3,8.333333332999999,8.333333332999999,0.0674213495465858,30966.79579924541,0.008396089853323978,41980.44926661989
124,950,0.098901099,10.0,25.0,20.5,25,25,90,2,200.0,0.28,1.2,1520,1,0.0,6.25,0.0,0.9,,,,0.9,0.9,6.25,6.25,0.05056601216196201,23225.096850363072,0.00775023678737366,38751.1839368683
125,950,0.098901099,25.0,40.0,19.5,25,25,90,6,200.0,0.28,1.2,1520,1,0.0,34.72222222,0.0,4.9,,,,4.9,4.9,34.72222222,34.72222222,0.7023057244267468,322570.25375098607,0.0030380978673766016,15190.489336883007
126,950,0.098901099,10.0,25.0,18.0,25,25,30,12,200.0,0.28,1.2,1520,2,1.0,46.52777778,0.0,4.5,,,,4.5,4.5,46.52777778,46.52777778,0.37643586833480724,172897.2252331885,0.005205404533162169,26027.022665810848
127,775,0.098901099,17.5,32.5,20.0,25,25,60,4,200.0,0.28,1.2,1520,1,0.0,29.86111111,0.0,1.7,,,,1.7,1.7,29.86111111,29.86111111,0.4227880461162285,194187.45404413642,0.0017508855125250376,8754.427562625187
128,775,0.098901099,17.5,32.5,20.0,25,25,60,4,200.0,0.28,1.2,1520,1,0.0,38.19444444,0.0,1.4,,,,1.4,1.4,38.19444444,38.19444444,0.5407754077802782,248379.30166470024,0.0011273081054796834,5636.540527398417
129,950,0.098901099,10.0,40.0,20.5,25,25,30,2,200.0,0.28,1.2,1520,1,0.0,27.77777778,0.0,1.3,,,,1.3,1.3,27.77777778,27.77777778,0.22473783184892127,103222.65267653813,0.002518826955694934,12594.134778474669
130,600,0.098901099,10.0,40.0,19.5,25,25,90,6,200.0,0.28,1.2,1520,1,0.0,41.66666667,0.0,4.4,,,,4.4,4.4,41.66666667,41.66666667,0.3371067477733819,154833.7218227694,0.005683516417743242,28417.58208871621
131,950,0.098901099,10.0,40.0,18.0,25,25,60,12,200.0,0.28,1.2,1520,2,1.0,53.47222222,0.0,2.8,,,,2.8,2.8,53.47222222,53.47222222,0.4326203262565847,198702.78122039392,0.0028182796262870035,14091.398131435017
