,RPM ,L/S Ratio,FlowRate (kg/hr),Temperature,nCE,Granulator diameter (mm),L/D Ratio,SA of KE,n KE,Intial D50,Binder Viscosity (mPa.s),Flowability (HR),Bulk Density,nKZ,dKZ,MRT,Torque,Torque_imp,MRT_imp,DetTorque,DetMRT
167,300.0,0.09,3.0,25.0,15.0,16.0,25.0,60.0,16.0,170.0,0.565,1.2,1180.0,2.0,7.0,17.0,,1.1,17.0,,
168,500.0,0.09,3.0,25.0,15.0,16.0,25.0,60.0,16.0,170.0,0.565,1.2,1180.0,2.0,7.0,12.4,,2.45,12.4,,
169,900.0,0.09,3.0,25.0,15.0,16.0,25.0,60.0,16.0,170.0,0.565,1.2,1180.0,2.0,7.0,9.45,,2.39,9.45,,
170,100.0,0.09,1.0,25.0,15.0,16.0,25.0,60.0,16.0,170.0,0.565,1.2,1180.0,2.0,7.0,41.14,,2.21,41.14,,
171,300.0,0.09,1.0,25.0,15.0,16.0,25.0,60.0,16.0,170.0,0.565,1.2,1180.0,2.0,7.0,20.1,,3.98,20.1,,
172,500.0,0.09,1.0,25.0,15.0,16.0,25.0,60.0,16.0,170.0,0.565,1.2,1180.0,2.0,7.0,16.45,,1.16,16.45,,
173,900.0,0.09,1.0,25.0,15.0,16.0,25.0,60.0,16.0,170.0,0.565,1.2,1180.0,2.0,7.0,12.3,,2.98,12.3,,
174,100.0,0.09,1.0,25.0,18.0,16.0,25.0,60.0,0.0,170.0,0.565,1.2,1180.0,0.0,0.0,9.5,,1.24,9.5,,
175,300.0,0.09,1.0,25.0,18.0,16.0,25.0,60.0,0.0,170.0,0.565,1.2,1180.0,0.0,0.0,6.5,,1.53,6.5,,
176,500.0,0.09,1.0,25.0,18.0,16.0,25.0,60.0,0.0,170.0,0.565,1.2,1180.0,0.0,0.0,3.0,,4.5,3.0,,
177,900.0,0.09,1.0,25.0,18.0,16.0,25.0,60.0,0.0,170.0,0.565,1.2,1180.0,0.0,0.0,2.7,,1.1,2.7,,
178,100.0,0.09,1.0,25.0,15.0,16.0,25.0,60.0,16.0,66.0,0.565,1.2,1520.0,2.0,7.0,47.05,,1.55,47.05,,
179,300.0,0.09,1.0,25.0,15.0,16.0,25.0,60.0,16.0,66.0,0.565,1.2,1520.0,2.0,7.0,27.8,,1.46,27.8,,
180,500.0,0.09,1.0,25.0,15.0,16.0,25.0,60.0,16.0,66.0,0.565,1.2,1520.0,2.0,7.0,25.8,,5.31,25.8,,
181,900.0,0.09,1.0,25.0,15.0,16.0,25.0,60.0,16.0,66.0,0.565,1.2,1520.0,2.0,7.0,14.8,,1.65,14.8,,
182,100.0,0.09,1.0,25.0,18.0,16.0,25.0,60.0,0.0,66.0,0.565,1.2,1520.0,0.0,0.0,16.55,,2.43,16.55,,
183,300.0,0.09,1.0,25.0,18.0,16.0,25.0,60.0,0.0,66.0,0.565,1.2,1520.0,0.0,0.0,5.45,,2.16,5.45,,
184,500.0,0.09,1.0,25.0,18.0,16.0,25.0,60.0,0.0,66.0,0.565,1.2,1520.0,0.0,0.0,3.65,,3.58,3.65,,
185,900.0,0.09,1.0,25.0,18.0,16.0,25.0,60.0,0.0,66.0,0.565,1.2,1520.0,0.0,0.0,2.65,,2.18,2.65,,
186,800.0,0.55,1.2,45.0,34.0,11.0,40.0,30.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,1.28,1.28,74.30555556,,
187,800.0,0.35,0.4,45.0,34.0,11.0,40.0,30.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,2.25,2.25,17.0,,
188,200.0,0.55,0.4,45.0,34.0,11.0,40.0,30.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,1.46,1.46,42.6,,
189,800.0,0.35,1.2,25.0,32.0,11.0,40.0,30.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,3.53,3.53,29.86111111,,
190,200.0,0.55,0.4,25.0,32.0,11.0,40.0,90.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,1.99,1.99,53.3,,
191,800.0,0.55,0.4,45.0,34.0,11.0,40.0,90.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,0.87,0.87,46.7,,
192,200.0,0.55,1.2,45.0,34.0,11.0,40.0,90.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,1.86,1.86,34.72222222,,
193,800.0,0.35,1.2,25.0,34.0,11.0,40.0,90.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,2.43,2.43,46.52777778,,
194,800.0,0.55,0.4,25.0,34.0,11.0,40.0,90.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,1.37,1.37,25.35,,
195,800.0,0.35,1.2,45.0,34.0,11.0,40.0,90.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,2.2,2.2,12.4,,
196,200.0,0.55,0.4,25.0,34.0,11.0,40.0,30.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,1.55,1.55,16.9,,
197,800.0,0.35,1.2,45.0,32.0,11.0,40.0,30.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,3.15,3.15,34.72222222,,
198,200.0,0.35,0.4,25.0,32.0,11.0,40.0,30.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,4.16,4.16,22.91666667,,
199,800.0,0.55,1.2,25.0,32.0,11.0,40.0,90.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,1.65,1.65,34.72222222,,
200,200.0,0.55,1.2,45.0,32.0,11.0,40.0,30.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,,2.38,25.35,,
201,200.0,0.35,1.2,45.0,34.0,11.0,40.0,30.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,3.58,3.58,25.8,,
202,200.0,0.35,0.4,45.0,34.0,11.0,40.0,90.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,1.33,1.33,25.9,,
203,800.0,0.35,0.4,45.0,32.0,11.0,40.0,90.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,2.38,2.38,25.8,,
204,200.0,0.35,1.2,25.0,34.0,11.0,40.0,30.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,3.22,3.22,47.05,,
205,800.0,0.35,1.2,45.0,34.0,11.0,40.0,30.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,2.71,2.71,16.9,,
206,200.0,0.55,0.4,45.0,32.0,11.0,40.0,30.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,2.17,2.17,4.8611111110000005,,
207,800.0,0.35,0.4,25.0,32.0,11.0,40.0,90.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,2.16,2.16,16.9,,
208,800.0,0.55,0.4,25.0,32.0,11.0,40.0,30.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,1.62,1.62,42.6,,
209,800.0,0.55,0.4,45.0,32.0,11.0,40.0,30.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,1.56,1.56,3.472222222,,
210,200.0,0.55,0.4,25.0,32.0,11.0,40.0,30.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,2.79,2.79,53.47222222,,
211,200.0,0.35,0.4,45.0,32.0,11.0,40.0,30.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,3.98,3.98,27.6,,
212,800.0,0.35,1.2,25.0,34.0,11.0,40.0,30.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,3.03,3.03,27.77777778,,
213,200.0,0.55,1.2,25.0,34.0,11.0,40.0,90.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,2.16,2.16,39.2,,
214,200.0,0.55,1.2,25.0,32.0,11.0,40.0,30.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,,1.55,16.9,,
215,200.0,0.35,0.4,25.0,34.0,11.0,40.0,90.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,0.9,0.9,41.66666667,,
216,800.0,0.55,1.2,45.0,32.0,11.0,40.0,90.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,1.4,1.4,20.1,,
217,800.0,0.55,1.2,25.0,34.0,11.0,40.0,30.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,1.67,1.67,13.88888889,,
218,500.0,0.45,0.8,35.0,32.0,11.0,40.0,60.0,11.0,61.89,0.001,1.379,1440.0,2.0,0.0,,2.11,2.11,13.88888889,,
219,500.0,0.45,0.8,35.0,32.0,11.0,40.0,60.0,11.0,61.89,0.001,1.379,1440.0,2.0,0.0,,2.26,2.26,14.2,,
220,200.0,0.35,1.2,45.0,32.0,11.0,40.0,90.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,5.31,5.31,22.3,,
221,200.0,0.55,0.4,45.0,32.0,11.0,40.0,90.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,1.91,1.91,3.472222222,,
222,200.0,0.35,1.2,25.0,32.0,11.0,40.0,90.0,14.0,61.89,0.001,1.379,1440.0,2.0,1.0,,5.67,5.67,26.1,,
223,500.0,0.45,0.8,35.0,32.0,11.0,40.0,60.0,11.0,61.89,0.001,1.379,1440.0,2.0,0.0,,2.28,2.28,21.3,,
224,800.0,0.35,0.4,25.0,34.0,11.0,40.0,30.0,5.0,61.89,0.001,1.379,1440.0,1.0,0.0,,2.28,2.28,25.35,,
225,500.0,0.45,0.8,35.0,32.0,11.0,40.0,60.0,11.0,61.89,0.001,1.379,1440.0,2.0,0.0,,2.26,2.26,9.45,,
0,,,,,,,,,,,,,,,,,,,,1.5,34.72222222
1,,,,,,,,,,,,,,,,,,,,2.2,13.88888889
2,,,,,,,,,,,,,,,,,,,,2.1,3.472222222
3,,,,,,,,,,,,,,,,,,,,4.0,48.61111111
4,,,,,,,,,,,,,,,,,,,,7.3,46.52777778
5,,,,,,,,,,,,,,,,,,,,2.4,22.91666667
6,,,,,,,,,,,,,,,,,,,,5.6,39.58333333
7,,,,,,,,,,,,,,,,,,,,6.6,74.30555556
8,,,,,,,,,,,,,,,,,,,,1.9,4.8611111110000005
9,,,,,,,,,,,,,,,,,,,,1.3,8.333333332999999
10,,,,,,,,,,,,,,,,,,,,0.9,6.25
11,,,,,,,,,,,,,,,,,,,,4.9,34.72222222
12,,,,,,,,,,,,,,,,,,,,4.5,46.52777778
13,,,,,,,,,,,,,,,,,,,,1.7,29.86111111
14,,,,,,,,,,,,,,,,,,,,1.4,38.19444444
15,,,,,,,,,,,,,,,,,,,,1.3,27.77777778
16,,,,,,,,,,,,,,,,,,,,4.4,41.66666667
17,,,,,,,,,,,,,,,,,,,,2.8,53.47222222
18,,,,,,,,,,,,,,,,,,,,2.042558500258505,22.210952477296313
19,,,,,,,,,,,,,,,,,,,,2.1062628519007274,23.409959459263927
20,,,,,,,,,,,,,,,,,,,,2.1027117711567347,25.62257655151281
21,,,,,,,,,,,,,,,,,,,,2.098175824679648,23.042263352020484
22,,,,,,,,,,,,,,,,,,,,2.07519539680186,22.72085516856619
23,,,,,,,,,,,,,,,,,,,,2.034280186954415,22.852647659420338
24,,,,,,,,,,,,,,,,,,,,1.95525196624371,23.283926037590646
25,,,,,,,,,,,,,,,,,,,,2.015023251664515,24.205164864336947
26,,,,,,,,,,,,,,,,,,,,1.9903647155309456,23.13816847476229
27,,,,,,,,,,,,,,,,,,,,1.9968278331184428,22.857480728951955
28,,,,,,,,,,,,,,,,,,,,2.028324742476476,23.388869513282387
29,,,,,,,,,,,,,,,,,,,,2.0751169093666086,23.096700083009274
30,,,,,,,,,,,,,,,,,,,,2.039439818554326,23.703410980266725
31,,,,,,,,,,,,,,,,,,,,2.0970260672073056,23.36738342022183
32,,,,,,,,,,,,,,,,,,,,1.9475039996766967,23.4648459308258
33,,,,,,,,,,,,,,,,,,,,2.094954652317583,23.786472215818897
34,,,,,,,,,,,,,,,,,,,,1.9545835188752458,22.831339611900002
35,,,,,,,,,,,,,,,,,,,,2.0424762277791753,23.518668413196774
36,,,,,,,,,,,,,,,,,,,,1.877903816752672,24.09126743174284
37,,,,,,,,,,,,,,,,,,,,2.0774956063448164,24.02326177585886
38,,,,,,,,,,,,,,,,,,,,2.0879724618036506,23.896778613612497
39,,,,,,,,,,,,,,,,,,,,1.9230631439581014,25.91133299252563
40,,,,,,,,,,,,,,,,,,,,2.0483199819654843,24.118240898951402
41,,,,,,,,,,,,,,,,,,,,2.0711204449049783,24.059981494127815
42,,,,,,,,,,,,,,,,,,,,2.0523773892301618,24.17937983836542
43,,,,,,,,,,,,,,,,,,,,2.017099574286969,24.043150425058666
44,,,,,,,,,,,,,,,,,,,,1.9946260749487559,24.457584196664325
45,,,,,,,,,,,,,,,,,,,,1.9330999989233533,24.50388565794896
46,,,,,,,,,,,,,,,,,,,,2.152575623319025,24.411514374413983
47,,,,,,,,,,,,,,,,,,,,2.0544780006814003,24.319143090879013
48,,,,,,,,,,,,,,,,,,,,2.7895787357960447,25.490671910132185
49,,,,,,,,,,,,,,,,,,,,2.4813079051759592,25.635618520562915
50,,,,,,,,,,,,,,,,,,,,2.536065617283624,28.542977943505637
51,,,,,,,,,,,,,,,,,,,,2.6220899521512653,24.060842486113728
52,,,,,,,,,,,,,,,,,,,,2.3037289540788892,26.77810262817401
53,,,,,,,,,,,,,,,,,,,,2.418564697692874,27.592053082189793
54,,,,,,,,,,,,,,,,,,,,2.8152748120094704,30.4647773649103
55,,,,,,,,,,,,,,,,,,,,3.011545102969419,30.14884674031213
56,,,,,,,,,,,,,,,,,,,,2.917619682241102,30.462816603864677
57,,,,,,,,,,,,,,,,,,,,3.1655442683467405,27.205108726018242
58,,,,,,,,,,,,,,,,,,,,3.240732654361736,28.27130264457768
59,,,,,,,,,,,,,,,,,,,,3.288145129209138,27.998001401876873
60,,,,,,,,,,,,,,,,,,,,3.1987533066965064,38.54621430745456
61,,,,,,,,,,,,,,,,,,,,3.128493332341169,25.799276583223048
62,,,,,,,,,,,,,,,,,,,,2.7343912854425727,28.53137789734779
63,,,,,,,,,,,,,,,,,,,,2.9865411142014864,27.74539561315853
64,,,,,,,,,,,,,,,,,,,,3.0812361339476317,26.228156562809634
65,,,,,,,,,,,,,,,,,,,,2.858604606368179,29.924262614207407
66,,,,,,,,,,,,,,,,,,,,1.290270006370565,4.258853121021307
67,,,,,,,,,,,,,,,,,,,,1.718393545421021,18.97640846715212
68,,,,,,,,,,,,,,,,,,,,1.6569499679072548,22.031596176953478
69,,,,,,,,,,,,,,,,,,,,1.6789760001012954,19.17275576727377
70,,,,,,,,,,,,,,,,,,,,1.835820276030069,18.860282607051587
71,,,,,,,,,,,,,,,,,,,,1.6100443895792704,21.707887052059455
72,,,,,,,,,,,,,,,,,,,,3.1104223173231427,39.2
73,,,,,,,,,,,,,,,,,,,,3.2981283723640438,34.7
74,,,,,,,,,,,,,,,,,,,,3.0830281485952993,25.5
75,,,,,,,,,,,,,,,,,,,,3.5776636976348977,21.3
76,,,,,,,,,,,,,,,,,,,,3.0632615980144235,42.6
77,,,,,,,,,,,,,,,,,,,,3.4890607258860404,22.3
78,,,,,,,,,,,,,,,,,,,,3.2053766561360524,46.7
79,,,,,,,,,,,,,,,,,,,,3.3418873094285884,16.9
80,,,,,,,,,,,,,,,,,,,,3.250553689679924,25.9
81,,,,,,,,,,,,,,,,,,,,3.257239902256331,27.6
82,,,,,,,,,,,,,,,,,,,,3.2513403029242074,26.1
83,,,,,,,,,,,,,,,,,,,,3.049835560948363,53.3
84,,,,,,,,,,,,,,,,,,,,3.144653867489086,26.2
85,,,,,,,,,,,,,,,,,,,,3.3463649392278274,22.9
86,,,,,,,,,,,,,,,,,,,,1.4,21.505987388879177
87,,,,,,,,,,,,,,,,,,,,1.53,21.046539061423726
88,,,,,,,,,,,,,,,,,,,,1.56,20.53835947866629
89,,,,,,,,,,,,,,,,,,,,2.02,22.817292716207344
90,,,,,,,,,,,,,,,,,,,,1.52,22.05083748034939
91,,,,,,,,,,,,,,,,,,,,1.61,21.571896650773144
92,,,,,,,,,,,,,,,,,,,,3.18,24.391746822166223
93,,,,,,,,,,,,,,,,,,,,1.1,22.85533775253692
94,,,,,,,,,,,,,,,,,,,,1.16,22.361777546370075
95,,,,,,,,,,,,,,,,,,,,1.6,21.653793540051602
96,,,,,,,,,,,,,,,,,,,,1.85,21.252822718958534
97,,,,,,,,,,,,,,,,,,,,1.87,20.7397700106709
98,,,,,,,,,,,,,,,,,,,,2.46,23.08205388010453
99,,,,,,,,,,,,,,,,,,,,1.83,22.252248012354
100,,,,,,,,,,,,,,,,,,,,1.82,21.72457592747577
101,,,,,,,,,,,,,,,,,,,,2.98,24.34462795213071
102,,,,,,,,,,,,,,,,,,,,1.4,23.051875159011328
103,,,,,,,,,,,,,,,,,,,,1.28,22.470598693300914
104,,,,,,,,,,,,,,,,,,,,1.93,21.861775312022168
105,,,,,,,,,,,,,,,,,,,,1.82,21.285371971841954
106,,,,,,,,,,,,,,,,,,,,1.68,20.694349255071142
107,,,,,,,,,,,,,,,,,,,,2.45,23.124349384048347
108,,,,,,,,,,,,,,,,,,,,1.84,22.304289767358213
109,,,,,,,,,,,,,,,,,,,,1.55,21.640170167634427
110,,,,,,,,,,,,,,,,,,,,3.46,24.62570660705425
111,,,,,,,,,,,,,,,,,,,,1.86,23.323207562874472
112,,,,,,,,,,,,,,,,,,,,1.24,22.498274820654135
113,,,,,,,,,,,,,,,,,,,,2.39,23.14156519005646
114,,,,,,,,,,,,,,,,,,,,2.43,22.638258732829225
115,,,,,,,,,,,,,,,,,,,,2.39,22.095967271360397
116,,,,,,,,,,,,,,,,,,,,0.3,23.132253498700848
117,,,,,,,,,,,,,,,,,,,,0.93,22.916461447755324
118,,,,,,,,,,,,,,,,,,,,1.09,22.471632496890464
119,,,,,,,,,,,,,,,,,,,,3.9,25.89575023402815
120,,,,,,,,,,,,,,,,,,,,2.2,24.544519934546386
121,,,,,,,,,,,,,,,,,,,,2.61,24.22151912193649
122,,,,,,,,,,,,,,,,,,,,2.51,23.250386336987297
123,,,,,,,,,,,,,,,,,,,,2.33,22.639871118095698
124,,,,,,,,,,,,,,,,,,,,2.18,22.043975275794686
125,,,,,,,,,,,,,,,,,,,,3.8,24.88819107483876
126,,,,,,,,,,,,,,,,,,,,2.26,23.614930783840173
127,,,,,,,,,,,,,,,,,,,,2.18,23.05314682025055
128,,,,,,,,,,,,,,,,,,,,8.06,27.973314095159154
129,,,,,,,,,,,,,,,,,,,,3.09,25.028571747302504
130,,,,,,,,,,,,,,,,,,,,2.5,24.21825838167276
131,,,,,,,,,,,,,,,,,,,,2.48,23.282935589870718
132,,,,,,,,,,,,,,,,,,,,2.21,22.628562241207334
133,,,,,,,,,,,,,,,,,,,,2.07,22.03753952443652
134,,,,,,,,,,,,,,,,,,,,4.84,25.442164759453412
135,,,,,,,,,,,,,,,,,,,,2.78,23.915501940884507
136,,,,,,,,,,,,,,,,,,,,2.35,23.183158583737942
137,,,,,,,,,,,,,,,,,,,,6.22,27.123827627076658
138,,,,,,,,,,,,,,,,,,,,3.63,25.338889155407234
139,,,,,,,,,,,,,,,,,,,,2.18,24.109486994180426
140,,,,,,,,,,,,,,,,,,,,2.0059871037694945,20.449087187816172
141,,,,,,,,,,,,,,,,,,,,2.007562214283221,20.389612885983915
142,,,,,,,,,,,,,,,,,,,,1.9261515115502292,20.987013735258557
143,,,,,,,,,,,,,,,,,,,,2.1455917363921744,20.31652608925016
144,,,,,,,,,,,,,,,,,,,,1.9874843583164101,20.646901829833777
145,,,,,,,,,,,,,,,,,,,,1.9516972237518444,21.215063925927232
146,,,,,,,,,,,,,,,,,,,,2.250917295991873,22.586236076714187
147,,,,,,,,,,,,,,,,,,,,2.143065764087387,21.288987890211526
148,,,,,,,,,,,,,,,,,,,,2.074481227309354,20.721711737768747
149,,,,,,,,,,,,,,,,,,,,2.2665508797630016,26.02121611884799
150,,,,,,,,,,,,,,,,,,,,2.1895623549214465,25.75523037684011
151,,,,,,,,,,,,,,,,,,,,2.3421774959398727,26.249452217543187
152,,,,,,,,,,,,,,,,,,,,2.1566024606368357,27.019220143288017
153,,,,,,,,,,,,,,,,,,,,2.3556496334179498,26.270794973790494
154,,,,,,,,,,,,,,,,,,,,2.4555179863419117,26.038921110494
155,,,,,,,,,,,,,,,,,,,,2.300188014432493,25.629212857573016
156,,,,,,,,,,,,,,,,,,,,2.467115146431598,25.826174040933992
157,,,,,,,,,,,,,,,,,,,,2.621609419062488,26.179075241261316
158,,,,,,,,,,,,,,,,,,,,2.9442976989228713,41.14
159,,,,,,,,,,,,,,,,,,,,2.7558647266201177,20.1
160,,,,,,,,,,,,,,,,,,,,2.6358277759077895,16.45
161,,,,,,,,,,,,,,,,,,,,2.4081430330805933,12.3
162,,,,,,,,,,,,,,,,,,,,2.979116362782821,30.75
163,,,,,,,,,,,,,,,,,,,,2.8248617359441734,18.4
164,,,,,,,,,,,,,,,,,,,,2.7026615988100664,14.2
165,,,,,,,,,,,,,,,,,,,,2.4806798020039222,11.5
166,,,,,,,,,,,,,,,,,,,,3.0335610270876376,25.35
167,,,,,,,,,,,,,,,,,,,,2.8950386651346536,17.0
168,,,,,,,,,,,,,,,,,,,,2.7712653015119795,12.4
169,,,,,,,,,,,,,,,,,,,,2.5483002381504827,9.45
170,,,,,,,,,,,,,,,,,,,,2.9442976989228713,41.14
171,,,,,,,,,,,,,,,,,,,,2.7558647266201177,20.1
172,,,,,,,,,,,,,,,,,,,,2.6358277759077895,16.45
173,,,,,,,,,,,,,,,,,,,,2.4081430330805933,12.3
174,,,,,,,,,,,,,,,,,,,,1.7767011752287,9.5
175,,,,,,,,,,,,,,,,,,,,1.6592207175602924,6.5
176,,,,,,,,,,,,,,,,,,,,1.539773726781176,3.0
177,,,,,,,,,,,,,,,,,,,,1.3272312889064306,2.7
178,,,,,,,,,,,,,,,,,,,,3.4918417982500047,47.05
179,,,,,,,,,,,,,,,,,,,,3.310449014483587,27.8
180,,,,,,,,,,,,,,,,,,,,3.196901623036595,25.8
181,,,,,,,,,,,,,,,,,,,,2.942275376592698,14.8
182,,,,,,,,,,,,,,,,,,,,2.328728970048249,16.55
183,,,,,,,,,,,,,,,,,,,,2.179390675986371,5.45
184,,,,,,,,,,,,,,,,,,,,2.0666298977836624,3.65
185,,,,,,,,,,,,,,,,,,,,1.8513343135539264,2.65
186,,,,,,,,,,,,,,,,,,,,1.28,25.392289536343743
187,,,,,,,,,,,,,,,,,,,,2.25,24.96213234295801
188,,,,,,,,,,,,,,,,,,,,1.46,26.94075770918945
189,,,,,,,,,,,,,,,,,,,,3.53,30.544555884925046
190,,,,,,,,,,,,,,,,,,,,1.99,29.873088170932128
191,,,,,,,,,,,,,,,,,,,,0.87,22.90788272414613
192,,,,,,,,,,,,,,,,,,,,1.86,25.066363994421827
193,,,,,,,,,,,,,,,,,,,,2.43,21.687473363214732
194,,,,,,,,,,,,,,,,,,,,1.37,21.858482497344763
195,,,,,,,,,,,,,,,,,,,,2.2,22.868447979331457
196,,,,,,,,,,,,,,,,,,,,1.55,25.69155933564995
197,,,,,,,,,,,,,,,,,,,,3.15,31.652433618088793
198,,,,,,,,,,,,,,,,,,,,4.16,32.312314706629685
199,,,,,,,,,,,,,,,,,,,,1.65,28.24664998960324
200,,,,,,,,,,,,,,,,,,,,3.126638916630892,33.64080523538063
201,,,,,,,,,,,,,,,,,,,,3.58,27.286299881260454
202,,,,,,,,,,,,,,,,,,,,1.33,23.905237971506324
203,,,,,,,,,,,,,,,,,,,,2.38,28.992594286804035
204,,,,,,,,,,,,,,,,,,,,3.22,25.81781085886202
205,,,,,,,,,,,,,,,,,,,,2.71,25.293941082089095
206,,,,,,,,,,,,,,,,,,,,2.17,33.4308246345045
207,,,,,,,,,,,,,,,,,,,,2.16,27.592329021828377
208,,,,,,,,,,,,,,,,,,,,1.62,30.30134934898821
209,,,,,,,,,,,,,,,,,,,,1.56,31.565167099118305
210,,,,,,,,,,,,,,,,,,,,2.79,32.43990191406552
211,,,,,,,,,,,,,,,,,,,,3.98,33.5176549503974
212,,,,,,,,,,,,,,,,,,,,3.03,24.15682459574416
213,,,,,,,,,,,,,,,,,,,,2.16,23.919501257016492
214,,,,,,,,,,,,,,,,,,,,3.1603934293044276,31.943279313062874
215,,,,,,,,,,,,,,,,,,,,0.9,22.402637070396505
216,,,,,,,,,,,,,,,,,,,,1.4,29.41787835465957
217,,,,,,,,,,,,,,,,,,,,1.67,24.289284928710195
218,,,,,,,,,,,,,,,,,,,,2.11,26.633292468550614
219,,,,,,,,,,,,,,,,,,,,2.26,26.706389351503592
220,,,,,,,,,,,,,,,,,,,,5.31,32.09646190993823
221,,,,,,,,,,,,,,,,,,,,1.91,31.127159670001824
222,,,,,,,,,,,,,,,,,,,,5.67,30.97883792571409
223,,,,,,,,,,,,,,,,,,,,2.28,26.71613560256399
224,,,,,,,,,,,,,,,,,,,,2.28,23.68369521623732
225,,,,,,,,,,,,,,,,,,,,2.26,26.70638935150359
